Number,Road,Type,Load,Location,Track,Final Destination,Track,Train,Moves,Date and Time
1789,PRR,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
2673,PRR,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
8767,NYNH&H,,E,North 4th St,Freight Station,,,,0,2023/01/10 10:45:40
3950,PL,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
3355,PL,,E,North 4th St,Freight Station,,,,0,2023/01/10 10:45:40
9032,PL,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
5177,PL,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:40
0618,PRR,,E,North 4th St,Freight Station,,,,0,2023/01/10 10:45:40
9514,PGCC,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
3405,ACL,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:40
5836,WJ&S,,E,North 4th St,Freight Station,,,,0,2023/01/10 10:45:40
4177,ACL,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
6475,CNJ,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:40
4987,PGCC,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:40
2398,M&P,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
8371,CNJ,,E,North 4th St,Freight Station,,,,0,2023/01/10 10:45:40
7502,FGEX,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
4885,CNJ,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
8711,FGEX,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
4239,PL,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
6820,CNJ,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:40
0226,B&O,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
0830,NYC,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
9442,FGEX,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
5281,FGEX,,E,North 4th St,Team Tracks,,,,0,2023/01/10 10:45:40
9818,PRR,,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:40
6820,CNJ,FM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
9774,PL,XM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
5177,PL,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
0420,FGEX,RS,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
0823,NYC,XM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
5964,NYNH&H,XM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
0730,MDX,RS,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
9818,PRR,XM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
6325,PRR,HK,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
3995,DL&W,XM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
7441,PL,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
4987,PGCC,HK,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
3405,ACL,XM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
1976,PGCC,HK,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
8024,ER,GA,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:47
6475,CNJ,XM,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:48
6550,PGCC,HK,E,Pier Float,Float Tracks,,,,0,2023/01/10 10:45:48
